datetime,pickup_location,drop_location,distance_km,weather,eta_minutes,surge_multiplier,Traffic Index,Demand Index,weekend,special_events,hour,pickup_category,drop_category,pickup_coordinate,drop_coordinate
2024-11-26 14:17:00,Hauz Khas Metro Station,Janakpuri Block C,21.57,Clear,44.73,1.69,6.71,19.76,0,0,14,Transit Hubs,Residential Areas,"28.5469, 77.2023","28.6315, 77.0988"
2025-01-07 19:13:00,Saket (commercial aspect),Faridabad (Haryana),24.48,Clear,67.73,1.94,62.88,15.29,0,0,19,Commercial & Industrial Areas,Residential Areas,"28.5214, 77.2118","28.4089, 77.3176"
2024-11-15 17:34:00,Sector 62 (Noida),Laxmi Nagar,15.27,Clear,53.94,1.91,40.86,22.23,0,0,17,Commercial & Industrial Areas,Residential Areas,"28.6187, 77.3634","28.6281, 77.2764"
2025-01-23 19:26:00,Defence Colony Market,Paschim Vihar,25.41,Humid,95.06,2.36,76.0,41.74,0,0,19,Commercial & Industrial Areas,Residential Areas,"28.5746, 77.2365","28.6701, 77.1004"
2024-12-23 08:13:00,Noida Sector 150,Saket (commercial aspect),28.84,Rain,72.28,2.48,82.65,48.19,0,0,8,Residential Areas,Commercial & Industrial Areas,"28.4808, 77.4098","28.5214, 77.2118"
2025-01-29 23:29:00,Hauz Khas Village,Hauz Khas (tourist spots),5.39,Clear,14.46,1.48,6.69,3.18,0,0,23,Residential Areas,Tourist Spots,"28.5469, 77.2023","28.5495, 77.2008"
2025-01-13 21:55:00,Vikaspuri,Karol Bagh Metro Station,15.28,Clear,49.68,2.55,84.87,52.86,0,0,21,Residential Areas,Transit Hubs,"28.6483, 77.1103","28.665, 77.196"
2024-12-30 05:03:00,Munirka,Faridabad (Haryana),30.97,Rain,70.06,1.63,12.05,12.31,0,0,5,Residential Areas,Residential Areas,"28.554, 77.17","28.4089, 77.3176"
2024-12-06 20:21:00,Chandni Chowk (commercial aspect),Noida Sector 150,35.88,Clear,98.96,1.84,48.36,13.18,0,0,20,Commercial & Industrial Areas,Residential Areas,"28.65, 77.23","28.4808, 77.4098"
2024-12-30 17:17:00,Guru Gobind Singh Indraprastha University (GGSIPU),Mayur Vihar Phase II,35.08,Rain,99.85,2.53,91.67,48.38,0,0,17,Educational Institutions,Residential Areas,"28.6854, 77.0678","28.601, 77.306"
2025-01-04 08:29:00,Defence Colony,INOX Nehru Place,8.58,Clear,31.24,2.67,96.44,57.29,1,0,8,Residential Areas,Commercial & Industrial Areas,"28.5746, 77.2365","28.5499, 77.2485"
2025-01-04 09:15:00,Laxmi Nagar,"MG Road (Gurgaon, commercial aspect)",34.76,Clear,78.51,1.91,28.05,27.65,1,0,9,Residential Areas,Commercial & Industrial Areas,"28.6281, 77.2764","28.4848, 77.0818"
2024-12-08 18:15:00,Hauz Khas Village (commercial nightlife aspect),R.K. Puram Sector 7,8.39,Clear,38.36,2.7,93.55,60.34,1,0,18,Commercial & Industrial Areas,Residential Areas,"28.5469, 77.2023","28.5603, 77.1777"
2024-12-28 18:17:00,Amity University (Noida),Karol Bagh,28.43,Clear,87.62,1.94,58.47,17.09,1,0,18,Educational Institutions,Residential Areas,"28.5529, 77.3499","28.665, 77.196"
2025-02-14 07:18:00,Rohini Sector 16,Jasola,38.35,Clear,101.92,2.55,80.48,54.77,0,0,7,Residential Areas,Commercial & Industrial Areas,"28.7295, 77.1005","28.5508, 77.2996"
2024-11-10 20:19:00,Bhikaji Cama Place,Rohini Sector 22,30.0,Clear,80.31,2.58,95.08,50.37,1,0,20,Commercial & Industrial Areas,Residential Areas,"28.5638, 77.207","28.7355, 77.1215"
2025-01-20 23:39:00,Hauz Khas Village,Greater Kailash II (M Block Market),9.66,Clear,33.5,2.1,53.02,31.66,0,0,23,Residential Areas,Residential Areas,"28.5469, 77.2023","28.5388, 77.241"
2025-01-20 01:12:00,Defence Colony,Hauz Khas Metro Station,10.45,Clear,28.61,2.35,36.56,58.09,0,0,1,Residential Areas,Transit Hubs,"28.5746, 77.2365","28.5469, 77.2023"
2025-02-25 12:38:00,Old Rajinder Nagar,Unitech Cyber Park (Gurgaon),28.09,Clear,62.56,2.38,63.27,48.51,0,0,12,Residential Areas,Commercial & Industrial Areas,"28.645, 77.18","28.4908, 77.0905"
2025-01-10 15:02:00,Old Rajinder Nagar,Bhikaji Cama Place,16.29,Rain,54.29,1.82,30.86,19.33,0,0,15,Residential Areas,Commercial & Industrial Areas,"28.645, 77.18","28.5638, 77.207"
2024-11-19 08:20:00,Uttam Nagar,Hauz Khas Village (commercial nightlife aspect),24.06,Clear,62.85,2.52,95.3,46.16,0,0,8,Residential Areas,Commercial & Industrial Areas,"28.6471, 77.0864","28.5469, 77.2023"
2025-02-13 07:33:00,Defence Colony,ITO (Indraprastha Estate),13.16,Rain,31.34,1.78,43.64,10.72,0,0,7,Residential Areas,Commercial & Industrial Areas,"28.5746, 77.2365","28.6356, 77.241"
2024-12-23 16:20:00,Anand Vihar ISBT,Ghaziabad (UP),18.51,Rain,57.34,2.37,42.24,57.23,0,0,16,Highways & Borders,Residential Areas,"28.6519, 77.319","28.6705, 77.4324"
2025-01-01 19:05:00,"Cinépolis, Janakpuri South","Noida Extension (Greater Noida West), (Ghaziabad, UP)",45.59,Clear,96.62,2.25,68.81,36.23,0,0,19,Commercial & Industrial Areas,Residential Areas,"28.6315, 77.0988","28.6119, 77.4446"
2025-01-20 00:42:00,Shastri Nagar,Tikri Border,53.4,Rain,123.82,1.82,31.38,18.72,0,0,0,Residential Areas,Highways & Borders,"28.6797, 77.2587","28.6766, 76.8453"
2025-01-09 06:39:00,Janakpuri Block C,Faridabad (Haryana),44.25,Clear,108.17,1.87,17.67,28.42,0,0,6,Residential Areas,Residential Areas,"28.6315, 77.0988","28.4089, 77.3176"
2024-12-06 09:11:00,Greater Kailash II (M Block Market),Indian Institute of Technology Delhi (IIT Delhi),10.8,Clear,30.46,1.83,61.95,6.72,0,0,9,Residential Areas,Educational Institutions,"28.5388, 77.241","28.5484, 77.1927"
2025-02-02 22:30:00,Ashok Vihar Phase 1,GTB Nagar,11.9,Rain,30.91,2.38,54.41,52.78,1,0,22,Residential Areas,Residential Areas,"28.7121, 77.1718","28.7138, 77.2307"
2024-12-21 12:47:00,Qutub Minar,Bhikaji Cama Place,10.81,Clear,31.66,1.65,6.01,16.36,1,0,12,Tourist Spots,Commercial & Industrial Areas,"28.5245, 77.1856","28.5638, 77.207"
2025-01-01 07:35:00,Patel Nagar,Vasant Kunj (commercial aspect),20.76,Rain,61.6,2.49,80.03,50.12,0,0,7,Residential Areas,Commercial & Industrial Areas,"28.665, 77.18","28.5478, 77.1635"
2025-02-24 16:22:00,Anand Vihar ISBT,Dwarka Sector 10,38.33,Clear,137.08,2.26,54.28,42.97,0,0,16,Highways & Borders,Residential Areas,"28.6519, 77.319","28.6044, 77.0396"
2024-11-26 11:01:00,Guru Gobind Singh Indraprastha University (GGSIPU),Chattarpur,31.75,Clear,94.65,2.52,93.31,46.48,0,0,11,Educational Institutions,Residential Areas,"28.6854, 77.0678","28.502, 77.16"
2024-11-21 02:14:00,Vikaspuri,Dwarka Sector 10,15.14,Rain,44.58,2.17,59.07,34.01,0,0,2,Residential Areas,Residential Areas,"28.6483, 77.1103","28.6044, 77.0396"
2024-12-17 04:00:00,Pitampura,Akshardham Temple,25.97,Rain,61.59,2.1,13.81,48.2,0,1,4,Residential Areas,Tourist Spots,"28.6975, 77.1264","28.6127, 77.2772"
2025-02-22 14:55:00,Kashmere Gate Metro Station,INOX Nehru Place,20.33,Humid,49.4,2.12,56.95,31.57,1,0,14,Transit Hubs,Commercial & Industrial Areas,"28.6639, 77.2323","28.5499, 77.2485"
2025-01-12 10:56:00,Saket District Centre,Hauz Khas Village (commercial nightlife aspect),8.81,Clear,25.47,1.94,51.7,19.72,1,0,10,Residential Areas,Commercial & Industrial Areas,"28.5208, 77.2155","28.5469, 77.2023"
2025-02-14 19:37:00,Cyber Hub,Noida Sector 137,39.26,Clear,123.95,2.49,78.45,50.44,0,0,19,Commercial & Industrial Areas,Residential Areas,"28.4947, 77.0881","28.5147, 77.3794"
2025-02-27 00:39:00,Dilshad Garden,Mehrauli,30.13,Clear,79.79,2.25,56.77,41.44,0,0,0,Residential Areas,Residential Areas,"28.6888, 77.2709","28.5146, 77.1894"
2025-01-16 09:18:00,Laxmi Nagar,Chandni Chowk (commercial aspect),11.17,Clear,36.96,2.33,87.18,34.49,0,0,9,Residential Areas,Commercial & Industrial Areas,"28.6281, 77.2764","28.65, 77.23"
2024-11-01 20:23:00,Jawaharlal Nehru University (JNU),Hauz Khas Village,10.42,Clear,37.03,2.39,90.48,38.14,0,0,20,Educational Institutions,Residential Areas,"28.5672, 77.1622","28.5469, 77.2023"
2025-02-14 06:29:00,Punjabi Bagh,Krishna Nagar,19.95,Clear,40.91,1.64,2.4,17.68,0,0,6,Residential Areas,Residential Areas,"28.6744, 77.1402","28.6537, 77.2657"
2025-01-23 22:37:00,Janak Puri West Metro Station,Munirka,18.83,Rain,43.58,2.33,50.3,50.7,0,0,22,Transit Hubs,Residential Areas,"28.6367, 77.0988","28.554, 77.17"
2024-12-27 22:59:00,Kamla Nagar,"Sohna Road, Gurgaon",52.64,Rain,156.12,2.32,54.6,47.88,0,0,22,Residential Areas,Highways & Borders,"28.675, 77.23","28.3496, 77.0629"
2024-11-23 11:28:00,Sector 18 (Noida),Nehru Place,14.18,Clear,32.9,1.75,40.51,9.48,1,0,11,Commercial & Industrial Areas,Commercial & Industrial Areas,"28.577, 77.3205","28.5499, 77.2485"
2024-12-05 13:30:00,Akshardham Temple,Okhla Industrial Estate,14.79,Humid,42.24,2.07,37.43,36.0,0,0,13,Tourist Spots,Highways & Borders,"28.6127, 77.2772","28.5395, 77.2713"
2024-11-26 20:11:00,Rajendra Place,Hauz Khas Village,17.58,Fog,46.07,2.68,87.59,61.59,0,0,20,Commercial & Industrial Areas,Residential Areas,"28.6402, 77.1866","28.5469, 77.2023"
2024-11-08 00:36:00,India Gate,Lotus Temple,13.74,Fog,34.03,2.11,53.22,32.22,0,0,0,Tourist Spots,Tourist Spots,"28.6129, 77.2295","28.5527, 77.2588"
2025-02-25 18:03:00,Connaught Place,Anand Vihar,16.86,Rain,41.11,1.61,28.19,3.88,0,0,18,Commercial & Industrial Areas,Residential Areas,"28.6328, 77.219","28.6534, 77.3175"
2025-01-19 06:44:00,Krishna Nagar,Patel Nagar,15.15,Humid,47.05,2.4,61.61,51.33,1,0,6,Residential Areas,Residential Areas,"28.6537, 77.2657","28.665, 77.18"
2025-02-27 13:52:00,Gurgaon Sector 57,Guru Gobind Singh Indraprastha University (GGSIPU),31.09,Clear,82.16,2.26,49.46,45.48,0,0,13,Highways & Borders,Educational Institutions,"28.4899, 77.0706","28.6854, 77.0678"
2025-01-03 12:14:00,Preet Vihar,World Trade Tower (Noida),16.82,Clear,36.53,1.79,2.57,29.18,0,0,12,Residential Areas,Commercial & Industrial Areas,"28.6473, 77.2847","28.5663, 77.3255"
2024-11-01 12:01:00,Laxmi Nagar,Faridabad (Haryana),34.64,Clear,102.6,1.65,4.39,17.46,0,0,12,Residential Areas,Residential Areas,"28.6281, 77.2764","28.4089, 77.3176"
2024-12-15 17:15:00,Gurgaon Sector 29,Punjabi Bagh,33.54,Clear,76.63,2.33,78.47,38.58,1,0,17,Commercial & Industrial Areas,Residential Areas,"28.4716, 77.0627","28.6744, 77.1402"
2024-11-08 00:14:00,Old Rajinder Nagar,Kalkaji (Kalkaji Mandir),20.78,Clear,53.85,2.27,47.36,46.9,0,0,0,Residential Areas,Tourist Spots,"28.645, 77.18","28.544, 77.25"
2024-11-01 23:15:00,Model Town,Karol Bagh Metro Station,9.84,Fog,34.67,1.54,17.83,3.36,0,0,23,Residential Areas,Transit Hubs,"28.6997, 77.2081","28.665, 77.196"
2024-11-16 18:21:00,PVR Cinemas Dwarka Sector 21,Civil Lines,28.71,Humid,79.03,2.26,65.23,38.44,1,0,18,Commercial & Industrial Areas,Residential Areas,"28.6022, 77.0475","28.6811, 77.2289"
2024-11-21 09:58:00,Model Town,Connaught Place,14.02,Clear,45.26,2.59,99.73,49.8,0,0,9,Residential Areas,Commercial & Industrial Areas,"28.6997, 77.2081","28.6328, 77.219"
2024-12-10 09:59:00,Greater Kailash II (M Block Market),Hauz Khas Village (commercial nightlife aspect),9.66,Fog,38.32,2.56,99.41,47.12,0,0,9,Residential Areas,Commercial & Industrial Areas,"28.5388, 77.241","28.5469, 77.2023"
2025-02-02 06:43:00,Old Rajinder Nagar,Saket District Centre,22.09,Fog,57.21,2.48,58.87,58.07,1,0,6,Residential Areas,Residential Areas,"28.645, 77.18","28.5208, 77.2155"
2025-01-13 13:57:00,Noida Sector 18 Metro Station,Delhi University (South Campus),20.11,Clear,63.97,1.7,6.97,20.41,0,0,13,Transit Hubs,Educational Institutions,"28.577, 77.3205","28.5459, 77.1965"
2025-01-29 15:40:00,Janakpuri Block C,Defence Colony,22.83,Clear,67.58,1.72,13.49,19.31,0,0,15,Residential Areas,Residential Areas,"28.6315, 77.0988","28.5746, 77.2365"
2024-11-05 16:00:00,Noida Sector 150,Dwarka Sector 21 Metro Station,50.45,Clear,104.11,2.46,47.9,61.6,0,0,16,Residential Areas,Transit Hubs,"28.4808, 77.4098","28.6022, 77.0475"
2024-11-28 23:22:00,Saket District Centre,Ashok Vihar Phase 1,31.03,Clear,69.98,2.47,53.86,59.42,0,0,23,Residential Areas,Residential Areas,"28.5208, 77.2155","28.7121, 77.1718"
2025-02-21 10:26:00,Punjabi Bagh,Golf Course Road (Gurgaon),33.86,Clear,74.33,1.99,34.91,30.33,0,0,10,Residential Areas,Commercial & Industrial Areas,"28.6744, 77.1402","28.4618, 77.0947"
2024-12-28 09:20:00,Gurgaon (Haryana),Jamia Millia Islamia,36.85,Clear,110.17,2.23,66.15,36.18,1,0,9,Residential Areas,Educational Institutions,"28.4595, 77.0266","28.5635, 77.2711"
2024-12-10 12:37:00,Dilli Haat (INA),Pitampura,24.85,Clear,64.44,1.9,35.22,23.64,0,0,12,Tourist Spots,Residential Areas,"28.5722, 77.2177","28.6975, 77.1264"
2024-11-20 05:08:00,Laxmi Nagar,Rohini Sector 7,28.35,Humid,75.0,2.43,47.1,59.76,0,0,5,Residential Areas,Residential Areas,"28.6281, 77.2764","28.7112, 77.1009"
2025-01-22 21:46:00,Uttam Nagar,"Indirapuram (Ghaziabad, UP)",37.69,Clear,91.62,1.9,47.44,18.71,0,0,21,Residential Areas,Residential Areas,"28.6471, 77.0864","28.6481, 77.3656"
2025-02-21 06:53:00,Indraprastha Metro Station,New Delhi Railway,8.54,Clear,24.25,1.8,15.78,23.89,0,0,6,Transit Hubs,Transit Hubs,"28.6356, 77.241","28.6444, 77.2125"
2025-01-26 02:16:00,Faridabad (Haryana),Uttam Nagar,46.77,Clear,101.01,2.37,41.25,57.0,1,0,2,Residential Areas,Residential Areas,"28.4089, 77.3176","28.6471, 77.0864"
2025-02-15 16:11:00,Chattarpur,"Sohna Road, Gurgaon",28.31,Rain,70.4,1.71,17.19,16.37,1,0,16,Residential Areas,Highways & Borders,"28.502, 77.16","28.3496, 77.0629"
2025-01-04 05:24:00,Chandni Chowk Metro Station,Dwarka Sector 12,29.34,Clear,66.17,1.66,22.57,10.53,1,0,5,Transit Hubs,Residential Areas,"28.656, 77.2311","28.6105, 77.0298"
2025-02-15 21:42:00,Anand Vihar,Barakhamba Road Metro Station,16.45,Rain,41.16,2.27,65.16,39.47,1,0,21,Residential Areas,Transit Hubs,"28.6534, 77.3175","28.6288, 77.2238"
2024-12-07 08:24:00,Patel Nagar,Sector 18 (Noida),25.22,Clear,66.08,2.44,77.76,47.22,1,0,8,Residential Areas,Commercial & Industrial Areas,"28.665, 77.18","28.577, 77.3205"
2024-12-04 20:14:00,Bhikaji Cama Place,Dwarka Sector 6,24.56,Clear,54.28,1.68,33.94,7.56,0,0,20,Commercial & Industrial Areas,Residential Areas,"28.5638, 77.207","28.6181, 77.0519"
2025-01-15 00:32:00,Rajiv Chowk Metro Station,Vasant Kunj Sector C,18.68,Clear,40.41,1.9,22.06,29.43,0,0,0,Transit Hubs,Residential Areas,"28.6322, 77.2185","28.5458, 77.1557"
2024-11-14 12:06:00,Gurgaon Sector 29,Hauz Khas Village (commercial nightlife aspect),24.21,Humid,65.97,2.16,43.0,40.38,0,0,12,Commercial & Industrial Areas,Commercial & Industrial Areas,"28.4716, 77.0627","28.5469, 77.2023"
2024-12-30 23:53:00,Gurgaon (Haryana),Anand Vihar ISBT,47.82,Humid,117.7,1.58,15.7,7.2,0,0,23,Residential Areas,Highways & Borders,"28.4595, 77.0266","28.6519, 77.319"
2024-11-20 20:54:00,Amity University (Noida),Dwarka Sector 6,40.98,Clear,142.2,1.56,27.44,0.68,0,0,20,Educational Institutions,Residential Areas,"28.5529, 77.3499","28.6181, 77.0519"
2024-12-30 05:18:00,Dwarka Sector 21 Metro Station,Singhu Border,44.58,Clear,143.99,1.76,28.34,15.43,0,0,5,Transit Hubs,Highways & Borders,"28.6022, 77.0475","28.889, 77.1338"
2025-01-03 19:06:00,Defence Colony Market,Punjabi Bagh,22.45,Clear,77.78,1.93,35.41,26.19,0,0,19,Commercial & Industrial Areas,Residential Areas,"28.5746, 77.2365","28.6744, 77.1402"
2025-01-20 23:00:00,Okhla Industrial Estate,Vasant Kunj Sector C,18.58,Fog,42.33,2.37,42.58,56.91,0,0,23,Highways & Borders,Residential Areas,"28.5395, 77.2713","28.5458, 77.1557"
2024-11-02 14:47:00,Patparganj Industrial Area,Aerocity,26.69,Clear,52.14,1.55,2.13,10.47,1,0,14,Highways & Borders,Commercial & Industrial Areas,"28.6293, 77.2892","28.5551, 77.1245"
2025-02-01 09:32:00,Old Rajinder Nagar,INOX Nehru Place,20.01,Clear,49.83,1.88,59.17,11.53,1,0,9,Residential Areas,Commercial & Industrial Areas,"28.645, 77.18","28.5499, 77.2485"
2025-02-11 08:27:00,Janakpuri Block C,Defence Colony Market,22.83,Clear,53.29,2.54,75.91,55.73,0,0,8,Residential Areas,Commercial & Industrial Areas,"28.6315, 77.0988","28.5746, 77.2365"
2024-12-19 04:51:00,Vasant Kunj Sector C,India Gate,17.45,Humid,55.92,1.56,18.14,4.49,0,0,4,Residential Areas,Tourist Spots,"28.5458, 77.1557","28.6129, 77.2295"
2025-02-06 08:00:00,Punjabi Bagh,DLF Cyber City (Gurgaon),29.79,Humid,97.38,2.62,89.87,56.01,0,0,8,Residential Areas,Commercial & Industrial Areas,"28.6744, 77.1402","28.494, 77.0898"
2025-01-22 19:24:00,Vasant Kunj (commercial aspect),Dwarka Sector 6,21.09,Clear,47.29,1.78,57.64,4.54,0,0,19,Commercial & Industrial Areas,Residential Areas,"28.5478, 77.1635","28.6181, 77.0519"
2025-02-21 23:54:00,Gurgaon Sector 57,Dilshad Garden,40.43,Clear,91.85,2.12,49.29,34.68,0,0,23,Highways & Borders,Residential Areas,"28.4899, 77.0706","28.6888, 77.2709"
2024-12-23 00:19:00,Rajinder Nagar,Dilshad Garden,17.39,Clear,44.14,1.56,6.96,8.99,0,0,0,Residential Areas,Residential Areas,"28.6405, 77.1805","28.6888, 77.2709"
2025-02-07 06:28:00,New Delhi Metro Station,Botanical Garden Metro Station,23.26,Clear,64.7,1.54,20.09,2.03,0,0,6,Transit Hubs,Transit Hubs,"28.6444, 77.2125","28.5647, 77.3392"
2024-11-24 02:51:00,Noida Sector 18 Metro Station,Gurgaon (Haryana),42.86,Rain,137.87,2.23,68.68,34.75,1,0,2,Transit Hubs,Residential Areas,"28.577, 77.3205","28.4595, 77.0266"
2024-12-31 19:15:00,DLF Cyber City (Gurgaon),Karol Bagh,30.99,Fog,77.89,2.32,88.29,33.87,0,0,19,Commercial & Industrial Areas,Residential Areas,"28.494, 77.0898","28.665, 77.196"
2025-02-09 19:31:00,Delhi University (North Campus),Chattarpur,31.5,Clear,105.16,2.67,96.02,57.05,1,0,19,Educational Institutions,Residential Areas,"28.6943, 77.2166","28.502, 77.16"
2024-11-15 19:50:00,Gurgaon Sector 29,Hauz Khas Village,24.21,Clear,65.4,2.6,78.05,59.72,0,0,19,Commercial & Industrial Areas,Residential Areas,"28.4716, 77.0627","28.5469, 77.2023"
2024-11-19 05:04:00,Inderlok,Qutub Minar,25.57,Clear,73.93,1.95,34.72,27.4,0,0,5,Transit Hubs,Tourist Spots,"28.6775, 77.1643","28.5245, 77.1856"
2024-11-04 14:54:00,Patel Nagar,Noida Sector 18 Metro Station,25.22,Fog,75.88,1.97,4.56,42.4,0,1,14,Residential Areas,Transit Hubs,"28.665, 77.18","28.577, 77.3205"
2024-11-04 11:34:00,Greater Kailash II (M Block Market),Munirka,13.57,Clear,32.11,2.56,50.02,67.92,0,1,11,Residential Areas,Residential Areas,"28.5388, 77.241","28.554, 77.17"
2024-11-05 00:51:00,"Noida Extension (Greater Noida West), (Ghaziabad, UP)",Rohini Sector 7,47.37,Clear,158.93,2.21,50.48,41.16,0,0,0,Residential Areas,Residential Areas,"28.6119, 77.4446","28.7112, 77.1009"
2024-11-20 19:13:00,Sector 18 (Noida),Dwarka Sector 12,39.35,Humid,98.26,2.04,61.17,23.27,0,0,19,Commercial & Industrial Areas,Residential Areas,"28.577, 77.3205","28.6105, 77.0298"
2024-12-08 15:48:00,Millennium City Centre Gurugram Metro Station(huda city centre),Hauz Khas Village (commercial nightlife aspect),23.13,Clear,62.83,1.77,19.75,19.92,1,0,15,Transit Hubs,Commercial & Industrial Areas,"28.4658, 77.0782","28.5469, 77.2023"
2025-01-06 02:23:00,Rajinder Nagar,Barakhamba Road Metro Station,10.31,Clear,41.05,2.29,64.46,41.34,0,0,2,Residential Areas,Transit Hubs,"28.6405, 77.1805","28.6288, 77.2238"
2024-11-04 16:24:00,Faridabad (Haryana),Paschim Vihar,48.16,Clear,117.61,2.72,47.67,81.26,0,1,16,Residential Areas,Residential Areas,"28.4089, 77.3176","28.6701, 77.1004"
2024-11-10 20:14:00,Guru Gobind Singh Indraprastha University (GGSIPU),Saket District Centre,32.96,Rain,110.86,2.28,86.17,31.53,1,0,20,Educational Institutions,Residential Areas,"28.6854, 77.0678","28.5208, 77.2155"
2024-12-01 13:21:00,"MG Road (Gurgaon, commercial aspect)",INOX Nehru Place,26.39,Clear,77.95,1.88,28.42,25.27,1,0,13,Commercial & Industrial Areas,Commercial & Industrial Areas,"28.4848, 77.0818","28.5499, 77.2485"
2024-11-06 06:59:00,Lotus Temple,Jhilmil Industrial Area (Shahdara),22.02,Rain,48.64,1.66,27.0,8.92,0,0,6,Tourist Spots,Highways & Borders,"28.5527, 77.2588","28.6749, 77.3005"
2024-12-04 10:42:00,West Patel Nagar,INOX Nehru Place,22.03,Clear,57.18,2.6,77.65,59.47,0,0,10,Residential Areas,Commercial & Industrial Areas,"28.66, 77.175","28.5499, 77.2485"
2025-01-18 07:44:00,Dwarka Sector 12,Unitech Cyber Park (Gurgaon),22.48,Humid,58.36,2.32,74.34,39.55,1,0,7,Residential Areas,Commercial & Industrial Areas,"28.6105, 77.0298","28.4908, 77.0905"
2024-12-21 00:18:00,Central Secretariat Metro Station,New Delhi Railway,9.65,Humid,24.87,1.45,1.83,2.83,1,0,0,Transit Hubs,Transit Hubs,"28.6129, 77.2295","28.6444, 77.2125"
2025-02-18 00:52:00,Janakpuri Block C,India Gate,20.51,Fog,47.37,1.79,7.4,26.99,0,0,0,Residential Areas,Tourist Spots,"28.6315, 77.0988","28.6129, 77.2295"
2024-12-05 21:32:00,Janak Puri West Metro Station,Rajiv Chowk Metro Station,19.03,Rain,51.23,2.36,88.32,36.88,0,0,21,Transit Hubs,Transit Hubs,"28.6367, 77.0988","28.6322, 77.2185"
2024-12-08 14:30:00,Karol Bagh,Sector 62 (Noida),25.55,Humid,52.06,1.67,13.33,15.39,1,0,14,Residential Areas,Commercial & Industrial Areas,"28.665, 77.196","28.6187, 77.3634"
2024-11-01 02:58:00,Vasundhara Enclave,Tikri Border,57.84,Clear,121.16,2.24,62.09,38.59,0,0,2,Residential Areas,Highways & Borders,"28.6186, 77.2917","28.6766, 76.8453"
2024-12-13 01:48:00,New Delhi Metro Station,Vasundhara Enclave,14.89,Clear,44.66,2.47,64.84,54.78,0,0,1,Transit Hubs,Residential Areas,"28.6444, 77.2125","28.6186, 77.2917"
2025-02-07 10:07:00,Faridabad (Haryana),Connaught Place,37.03,Fog,130.98,2.48,89.71,45.17,0,0,10,Residential Areas,Commercial & Industrial Areas,"28.4089, 77.3176","28.6328, 77.219"
2025-02-27 01:01:00,Dilshad Garden,National Museum,17.08,Clear,38.98,1.77,9.18,24.37,0,0,1,Residential Areas,Tourist Spots,"28.6888, 77.2709","28.6118, 77.2166"
2024-12-28 21:50:00,Shastri Nagar,"Indirapuram (Ghaziabad, UP)",18.21,Clear,45.84,1.79,55.64,6.31,1,0,21,Residential Areas,Residential Areas,"28.6797, 77.2587","28.6481, 77.3656"
2024-11-12 19:30:00,Hauz Khas Village (commercial nightlife aspect),Krishna Nagar,21.07,Fog,51.72,2.6,73.16,61.4,0,0,19,Commercial & Industrial Areas,Residential Areas,"28.5469, 77.2023","28.6537, 77.2657"
2024-11-27 16:03:00,Noida Sector 150,Rohini Sector 22,52.91,Clear,158.83,2.89,45.57,95.67,0,1,16,Residential Areas,Residential Areas,"28.4808, 77.4098","28.7355, 77.1215"
2024-11-14 01:12:00,Central Secretariat Metro Station,Dwarka Sector 12,28.39,Clear,67.48,1.49,12.35,1.75,0,0,1,Transit Hubs,Residential Areas,"28.6129, 77.2295","28.6105, 77.0298"
2025-02-13 10:34:00,Rajinder Nagar,INOX Nehru Place,19.48,Clear,51.51,2.02,48.1,27.62,0,0,10,Residential Areas,Commercial & Industrial Areas,"28.6405, 77.1805","28.5499, 77.2485"
2024-11-17 06:58:00,Pitampura,Anand Vihar,28.13,Clear,74.2,2.34,40.14,55.49,1,0,6,Residential Areas,Residential Areas,"28.6975, 77.1264","28.6534, 77.3175"
2025-01-01 17:12:00,Delhi University (North Campus),Uttam Nagar,21.49,Clear,53.13,1.99,53.14,22.71,0,0,17,Educational Institutions,Residential Areas,"28.6943, 77.2166","28.6471, 77.0864"
2025-01-25 06:04:00,India Gate,Dwarka Sector 6,25.81,Clear,63.93,1.54,21.89,1.33,1,0,6,Tourist Spots,Residential Areas,"28.6129, 77.2295","28.6181, 77.0519"
2024-12-12 01:04:00,Saket District Centre,Lotus Temple,11.62,Clear,37.27,2.49,52.4,61.65,0,0,1,Residential Areas,Tourist Spots,"28.5208, 77.2155","28.5527, 77.2588"
2025-02-09 09:16:00,Chattarpur,Paharganj (commercial aspect),25.29,Rain,84.5,2.46,95.31,41.08,1,0,9,Residential Areas,Commercial & Industrial Areas,"28.502, 77.16","28.6445, 77.2205"
2025-01-09 07:28:00,Vasant Kunj Sector C,All India Institute of Medical Sciences (AIIMS),12.13,Fog,50.26,2.5,96.05,43.9,0,0,7,Residential Areas,Educational Institutions,"28.5458, 77.1557","28.5717, 77.2089"
2025-01-14 20:53:00,Delhi University (South Campus),Paschim Vihar,25.03,Clear,78.29,2.4,94.11,36.92,0,0,20,Educational Institutions,Residential Areas,"28.5459, 77.1965","28.6701, 77.1004"
2025-01-08 07:55:00,Old Rajinder Nagar,INOX Janak Place West Mall,14.57,Clear,50.7,1.81,60.79,6.16,0,0,7,Residential Areas,Commercial & Industrial Areas,"28.645, 77.18","28.6367, 77.0988"
2025-01-21 07:44:00,"Noida Extension (Greater Noida West), (Ghaziabad, UP)",Hauz Khas Village (commercial nightlife aspect),34.69,Clear,89.18,1.61,27.75,4.23,0,0,7,Residential Areas,Commercial & Industrial Areas,"28.6119, 77.4446","28.5469, 77.2023"
